,pref,city,town,other,lon_min,lat_min,lon_max,lat_max
5317,北海道,札幌市手稲区,前田四条１３丁目,,141.24348740777683,43.124977508006644,141.2480786030806,43.12793302205522
5318,北海道,札幌市手稲区,前田四条１４丁目,,141.24181142260886,43.12628229339867,141.2457419791575,43.129001232056574
5319,北海道,札幌市手稲区,前田四条１５丁目,,141.24175449632972,43.12791115458978,141.2442263647438,43.13075331459757
5320,北海道,札幌市手稲区,前田五条４丁目,,141.26387415443716,43.11620058376361,141.2662030508247,43.118701685112754
5321,北海道,札幌市手稲区,前田五条５丁目,,141.26210942375718,43.11756631850767,141.26525542663651,43.1198254831322
5322,北海道,札幌市手稲区,前田五条６丁目,,141.2603975242146,43.118634678475054,141.26350570933658,43.12093819355018
5323,北海道,札幌市手稲区,前田五条７丁目,,141.2583400100044,43.11969039320197,141.26183511432896,43.122674815047986
5324,北海道,札幌市手稲区,前田五条８丁目,,141.25613132983517,43.120236721773026,141.25935451220488,43.12241129519443
5325,北海道,札幌市手稲区,前田五条９丁目,,141.25442415460392,43.122001266904725,141.2591528137241,43.12483885210874
5326,北海道,札幌市手稲区,前田五条１０丁目,,141.2525973214705,43.12374495922792,141.25585768438017,43.1260264813038
5327,北海道,札幌市手稲区,前田五条１１丁目,,141.24934220155632,43.124208697103676,141.2540255513333,43.1270962636114
5328,北海道,札幌市手稲区,前田五条１２丁目,,141.24770065179422,43.12552108847306,141.25189270831874,43.12805539116381
5329,北海道,札幌市手稲区,前田五条１３丁目,,141.2457419791575,43.12658305465945,141.24999501940613,43.12930096818927
5330,北海道,札幌市手稲区,前田五条１４丁目,,141.2442263647438,43.12793302205522,141.2474977385615,43.13013218785667
5331,北海道,札幌市手稲区,前田五条１５丁目,,141.24171194505246,43.129001232056574,141.24586789453411,43.132197985463456
5332,北海道,札幌市手稲区,前田六条５丁目,,141.26350570933658,43.11809268811411,141.2662185060766,43.120854509742315
5333,北海道,札幌市手稲区,前田六条６丁目,,141.26183511432896,43.1198254831322,141.26469599754932,43.121932240969265
5334,北海道,札幌市手稲区,前田六条７丁目,,141.2591528137241,43.12093819355018,141.26298774806082,43.12320939214009
5335,北海道,札幌市手稲区,前田六条８丁目,,141.25854270053406,43.122674815047986,141.26094489459143,43.123996168586956
5336,北海道,札幌市手稲区,前田六条９丁目,,141.25585768438017,43.12307055474646,141.25978082225842,43.12582731827167
5337,北海道,札幌市手稲区,前田六条１０丁目,,141.2540255513333,43.12483885210874,141.25717102886847,43.12707621840876
5338,北海道,札幌市手稲区,前田六条１１丁目,,141.25189270831874,43.1260264813038,141.25541106447392,43.12852819008255
5339,北海道,札幌市手稲区,前田六条１２丁目,,141.24999501940613,43.1270962636114,141.25335880366373,43.129370199706955
5340,北海道,札幌市手稲区,前田六条１３丁目,,141.2474977385615,43.12805539116381,141.2521664575522,43.13100890879512
5341,北海道,札幌市手稲区,前田六条１４丁目,,141.24526488039646,43.12930096818927,141.24983214749295,43.132414417176605
5342,北海道,札幌市手稲区,前田六条１５丁目,,141.24260058172945,43.130448017297205,141.2478420354095,43.134022216907724
5343,北海道,札幌市手稲区,前田六条１６丁目,,141.2416351996631,43.13174733879704,141.24557099522863,43.13678773570861
5344,北海道,札幌市手稲区,前田七条６丁目,,141.26326776617773,43.119863399027764,141.26619296549453,43.125783691548385
5345,北海道,札幌市手稲区,前田七条７丁目,,141.26094489459143,43.1217559445777,141.26488908647244,43.12400278746837
5346,北海道,札幌市手稲区,前田七条８丁目,,141.25978082225842,43.12320939214009,141.26397695623808,43.12549689453208
5347,北海道,札幌市手稲区,前田七条９丁目,,141.25819848355923,43.123996168586956,141.2617737960754,43.12683392277488
5348,北海道,札幌市手稲区,前田七条１０丁目,,141.25541106447392,43.12511548468066,141.25985160192948,43.12853721322523
